Pressure	Recomb	Tgas
0.2	49.93839835728952	328.04
0.3	34.04517453798769	327.0856648
0.5	24.928131416837786	334.2846244
0.75	20.123203285420942	338.7764992
1	21.23203285420945	339.289938
1.5	23.572895277207394	346.6110252
2	27.022587268993846	353.6377512
3	31.58110882956879	365.7186396
5	38.35728952772074	380.8730796
7.5	47.351129363449694	393.7521892
